Age,Money,Credit_level,Grade
25,27000000,6,2
26,7600000,1,4
38,12700000,8,2
65,681500000,7,3
58,29700000,8,1
52,3700000,2,2
28,16200000,5,2
69,742800000,7,3
34,37300000,5,2
60,35600000,3,2
26,18800000,2,3
38,21500000,8,2
63,25800000,5,1
43,11500000,4,2
21,434200000,1,5
80,5700000,2,2
73,24000000,6,1
27,37700000,8,2
73,10700000,2,2
58,48200000,7,1
76,292100000,8,2
67,30200000,8,1
25,45100000,2,3
66,29000000,3,2
25,8800000,8,2
39,500000,1,3
33,44200000,3,2
42,782900000,3,3
62,1100000,1,3
44,37200000,4,2
28,33500000,5,2
50,9900000,7,1
55,42600000,1,3
59,11400000,3,2
70,49400000,5,1
41,42700000,5,2
73,27000000,7,1
40,31400000,5,2
38,17900000,1,3
72,22800000,7,1
71,37300000,4,1
22,48500000,5,3
58,17700000,5,1
41,217300000,8,2
61,16100000,7,1
25,35700000,1,4
55,25000000,7,1
70,10300000,5,1
47,340200000,7,2
74,44800000,2,2
51,1800000,8,1
59,45100000,8,1
46,8900000,8,1
21,18500000,8,3
22,9500000,7,3
67,45400000,5,1
31,767800000,2,4
33,25100000,8,2
24,28300000,7,3
68,8400000,8,1
50,40700000,4,2
76,901800000,1,5
26,1200000,8,2
80,628700000,3,3
48,923500000,7,3
78,42200000,3,2
73,15900000,2,2
29,20000000,5,2
25,25900000,5,3
58,741500000,6,3
33,897200000,7,4
68,43500000,1,3
42,45900000,2,3
22,26600000,5,3
59,958700000,4,3
24,21300000,2,3
65,539600000,4,3
53,3300000,5,1
51,211800000,1,4
30,4600000,6,2
58,47400000,1,3
68,6600000,8,1
49,29000000,4,2
42,893600000,7,3
41,5200000,8,2
33,15400000,4,2
55,21500000,6,1
79,1900000,7,1
76,36400000,5,1
53,685400000,6,3
74,11100000,5,1
31,38100000,8,2
47,45200000,2,2
76,47000000,7,1
43,480100000,2,3
65,877800000,5,3
55,35300000,5,1
45,18200000,1,3
22,451900000,4,4
39,33900000,4,2
34,364100000,1,4
22,17100000,6,3
21,3300000,4,3
58,603800000,5,3
61,285500000,8,2
33,21000000,8,2
61,27200000,4,2
49,733400000,7,3
63,797300000,2,4
78,6700000,2,2
57,5200000,3,2
28,889500000,2,5
42,49400000,6,2
60,15700000,8,1
31,38900000,8,2
28,45200000,4,3
55,39900000,5,2
31,12500000,8,2
62,27000000,2,2
74,1700000,2,2
56,3200000,4,2
51,28900000,6,1
26,20300000,2,3
27,894400000,6,4
53,13800000,3,2
25,657900000,8,3
71,379500000,5,2
57,36900000,2,2
20,32200000,2,3
24,25700000,8,2
48,10900000,8,1
59,600000,5,1
64,21500000,8,1
40,22600000,5,2
31,41800000,3,3
29,22700000,8,2
21,18000000,6,3
72,47100000,6,1
50,14600000,7,1
56,8700000,2,2
52,499300000,8,3
28,32100000,4,2
65,818500000,6,3
60,15700000,6,1
32,1600000,1,4
24,14200000,2,3
71,763200000,3,3
80,600000,3,1
73,13400000,2,2
48,41300000,1,3
61,289200000,5,2
71,15200000,1,3
65,48800000,4,2
61,32000000,6,1
78,37300000,2,2
28,39400000,8,2
73,775100000,6,3
33,873800000,6,4
47,932800000,1,5
59,235000000,4,2
45,20700000,8,1
54,47900000,8,1
27,5200000,1,4
24,36700000,1,4
70,49900000,5,1
61,45000000,7,1
42,958500000,6,4
34,12300000,6,2
57,41000000,6,1
50,23500000,3,2
54,48000000,7,1
24,29900000,8,2
76,46200000,8,1
40,11700000,6,2
68,3500000,3,2
43,464800000,4,3
69,35100000,6,1
34,45400000,1,4
29,31100000,5,2
44,13600000,4,2
60,1400000,7,1
77,34100000,3,2
69,5900000,5,1
38,26700000,1,3
32,18300000,2,3
69,236900000,8,2
56,724300000,8,3
41,19900000,7,2
23,405200000,8,3
69,204900000,3,2
65,623800000,6,3
51,168400000,5,2
36,4200000,4,2
77,44800000,6,1
21,41200000,4,3
33,7600000,7,2
62,9700000,2,2
75,7300000,6,1
78,42400000,8,1
25,49700000,4,3
78,49600000,5,1
75,37800000,3,2
24,1000000,2,3
69,31500000,1,3
46,35300000,2,2
45,860000000,2,4
25,29200000,1,4
63,19000000,1,3
45,736900000,2,4
74,870200000,4,3
43,44700000,7,2
37,24600000,2,3
20,8500000,7,3
80,694500000,1,4
79,17800000,2,2
26,43800000,6,2
30,895200000,7,4
49,100000,2,2
29,26400000,5,2
70,19300000,8,1
22,669600000,7,4
72,6600000,6,1
28,14700000,6,2
56,31800000,4,2
40,683300000,5,3
78,31300000,8,1
27,376400000,1,5
64,294100000,8,2
74,33300000,3,2
55,50000000,6,1
38,9600000,2,3
49,34200000,1,3
47,484200000,1,4
35,8500000,1,3
78,4800000,6,1
30,27300000,7,2
55,6700000,6,1
32,4900000,7,2
50,26400000,7,1
57,25900000,8,1
22,14400000,6,3
42,787200000,3,3
40,35900000,2,3
21,638400000,2,5
30,19500000,5,2
58,38900000,7,1
63,34300000,1,3
37,640400000,3,3
43,2800000,4,2
26,395700000,8,3
60,5700000,4,1
65,862500000,6,3
47,4800000,4,2
37,45400000,8,2
66,33200000,3,2
36,21300000,8,2
43,13000000,8,2
71,800000,7,1
57,12100000,8,1
61,347100000,8,2
56,40200000,7,1
31,602800000,2,4
33,33700000,4,2
41,29800000,3,2
38,32200000,7,2
24,26000000,1,4
31,25800000,2,3
49,164100000,3,2
58,3200000,7,1
25,26700000,3,3
64,9300000,1,3
70,44100000,5,1
74,770800000,5,3
61,19900000,6,1
45,40200000,6,2
58,10600000,7,1
74,32300000,5,1
52,41300000,6,1
39,487500000,6,3
35,42300000,8,2
51,942000000,3,4
60,42300000,8,1
57,17500000,3,2
43,842600000,2,4
65,19500000,3,2
77,196900000,5,2
48,19500000,2,2
37,46400000,6,2
45,863500000,8,3
67,555300000,7,2
78,43400000,8,1
77,297600000,3,2
37,39800000,8,2
39,3700000,2,3
22,19600000,1,4
34,791400000,5,3
46,42100000,8,2
46,277300000,6,2
36,28000000,6,2
35,33000000,2,3
38,375600000,2,3
73,49500000,4,1
78,205800000,2,2
27,600700000,3,4
71,49300000,4,1
76,28600000,5,1
43,25300000,6,2
37,42800000,1,3
64,50000000,4,2
28,8700000,5,2
70,6300000,5,1
46,48400000,2,2
25,40900000,5,3
53,29000000,2,2
38,39100000,1,3
37,45100000,4,2
68,2400000,6,1
50,40300000,8,1
60,358600000,3,3
78,38100000,8,1
62,18700000,1,3
26,8500000,2,3
21,178200000,6,3
22,47000000,3,3
77,6100000,2,2
62,38200000,7,1
69,6000000,5,1
74,222000000,7,2
40,1600000,4,2
77,907300000,4,3
49,19600000,1,3
49,9800000,4,2
63,361300000,1,4
78,1100000,7,1
60,2900000,1,3
60,677400000,6,3
67,29600000,7,1
63,34300000,1,3
68,857600000,8,3
50,181100000,1,3
35,38400000,8,2
62,13100000,4,1
55,8100000,8,1
22,9100000,6,3
43,541000000,2,3
44,37200000,1,3
66,47700000,6,1
46,35900000,3,2
74,26300000,6,1
72,705900000,5,3
57,28800000,6,1
59,22200000,5,1
44,283900000,6,2
27,31300000,1,4
39,374300000,4,3
37,28300000,7,2
33,1600000,6,2
32,39700000,2,3
47,47700000,7,2
70,44000000,5,1
73,340100000,3,2
39,45700000,8,2
69,314800000,2,3
51,12800000,5,2
59,49100000,4,2
35,788600000,5,3
77,722100000,2,3
20,21100000,5,3
30,200000,4,2
33,33000000,5,2
80,15800000,3,1
66,37700000,4,1
49,48500000,5,2
22,43900000,7,3
56,36600000,1,3
77,31100000,1,3
24,23600000,5,3
45,45000000,2,2
26,3000000,5,2
64,18800000,1,3
65,20100000,8,1
57,30300000,7,1
79,9000000,3,1
64,225100000,3,2
67,209400000,1,3
78,15300000,3,2
46,515500000,3,3
50,32800000,3,2
51,24400000,1,3
34,367900000,4,3
41,34100000,6,2
28,22500000,3,3
57,27800000,5,1
49,412100000,7,2
26,15800000,2,3
47,29000000,7,1
77,4800000,1,3
35,26800000,6,2
54,601100000,5,3
58,223000000,4,2
45,16200000,7,2
56,20500000,3,2
68,41200000,7,1
60,762700000,3,3
44,524900000,3,3
76,3100000,1,3
22,40500000,8,3
74,285800000,7,2
72,7900000,6,1
31,7600000,5,2
20,597500000,7,4
58,542000000,1,4
29,39300000,3,3
40,46500000,5,2
27,43600000,3,3
30,21600000,2,3
30,42800000,2,3
42,35200000,5,2
32,379900000,3,3
58,28800000,3,2
75,40500000,6,1
57,4700000,5,1
63,8200000,7,1
39,19900000,7,2
78,28600000,5,1
77,9400000,4,1
45,10500000,7,1
33,2300000,8,2
43,8000000,2,2
48,11900000,2,2
25,579300000,7,3
77,22000000,3,2
69,9100000,8,1
25,942200000,4,4
63,7900000,5,1
39,30600000,2,3
78,30200000,8,1
71,916300000,4,3
49,12100000,2,2
71,41200000,1,3
59,521700000,4,3
29,35400000,2,3
80,393200000,8,2
65,46300000,5,1
23,399500000,4,3
37,47700000,4,2
64,12300000,6,1
31,918300000,3,4
58,35400000,1,3
50,22500000,4,2
60,978400000,1,5
45,36000000,4,2
38,36600000,7,2
77,599100000,5,3
32,338500000,6,3
38,679400000,1,5
49,263800000,6,2
58,33300000,8,1
44,443900000,4,3
50,27600000,4,2
20,12500000,5,3
28,24600000,7,2
58,142500000,6,2
64,29200000,1,3
54,69000000,4,2
73,559700000,6,3
54,8300000,3,2
24,1300000,6,3
69,37400000,1,3
54,7000000,5,1
80,409000000,8,2
69,14900000,7,1
38,368700000,6,3
75,6700000,5,1
47,3400000,2,2
75,21400000,4,1
49,36100000,1,3
25,989300000,5,4
24,572800000,5,4
33,500000,7,2
79,33800000,5,1
46,41500000,6,2
42,26500000,7,2
23,29500000,6,3
33,13700000,1,4
63,25500000,1,3
50,19000000,5,2
77,42500000,8,1
62,31300000,6,1
76,36800000,8,1
62,46800000,1,3
50,26800000,7,1
44,4100000,7,2
31,6700000,5,2
58,47500000,5,1
32,25500000,5,2
79,1900000,2,2
51,800000,8,1
73,1500000,2,2
45,115100000,3,2
20,14900000,3,3
67,29200000,6,1
55,20800000,8,1
41,21400000,7,2
59,23500000,1,3
29,529100000,4,3
42,627700000,7,3
58,498600000,5,3
50,2800000,8,1
50,1700000,6,1
54,2000000,7,1
75,29200000,1,3
47,7500000,3,2
60,398000000,6,2
23,6000000,7,3
48,269300000,7,2
73,370100000,8,2
76,7600000,4,1
73,11300000,4,1
31,97000000,7,2
80,24200000,8,1
73,21600000,7,1
80,2300000,6,1
72,33200000,5,1
31,37600000,8,2
48,117000000,3,2
74,46500000,1,3
48,38300000,5,2
37,441400000,2,3
40,423200000,6,3
54,29700000,8,1
74,33600000,1,3
21,6500000,7,3
51,31200000,2,2
33,26300000,3,2
63,141500000,7,2
27,12400000,1,4
58,42900000,1,3
58,489700000,2,3
75,37300000,1,3
21,3500000,3,3
20,151800000,6,3
78,158500000,7,1
64,25100000,5,1
69,263100000,3,2
64,19200000,3,2
72,48800000,4,1
38,29700000,7,2
31,172700000,3,3
33,65700000,2,3
50,39800000,7,1
37,31800000,1,3
28,362000000,3,3
23,11000000,5,3
49,9600000,8,1
30,25600000,8,2
53,866400000,3,3
21,11800000,5,3
78,100500000,1,3
41,374500000,1,4
24,425400000,5,3
52,156500000,1,3
22,7500000,4,3
75,216500000,5,2
55,575800000,6,3
40,11200000,1,3
63,12500000,6,1
50,34300000,2,2
43,31100000,5,2
62,21800000,7,1
75,419500000,7,2
67,16200000,1,3
64,40900000,1,3
61,3900000,1,3
25,886200000,3,5
47,30400000,3,2
73,35700000,7,1
40,26400000,5,2
66,36700000,4,1
69,950700000,3,3
33,644300000,6,3
40,49900000,7,2
59,39900000,4,2
32,29100000,7,2
23,529300000,5,3
69,594900000,8,3
57,4000000,3,2
72,900000,6,1
51,15400000,3,2
77,9000000,7,1
72,16500000,2,2
21,14400000,3,3
65,27200000,3,2
65,34700000,6,1
57,31200000,5,1
80,377200000,2,3
80,31500000,8,1
47,676200000,5,3
67,33900000,1,3
21,884900000,7,4
39,27100000,2,3
69,26800000,3,2
73,25000000,4,1
24,40400000,4,3
24,22100000,1,4
74,27900000,6,1
50,24500000,8,1
32,961800000,5,4
21,45300000,2,3
45,837300000,3,4
30,700000,6,2
80,308600000,1,3
30,958300000,7,4
36,11700000,5,2
74,36800000,2,2
49,53300000,1,3
39,751600000,7,3
45,982500000,4,4
69,12900000,4,1
77,48800000,1,3
70,296800000,5,2
39,569600000,8,3
32,47400000,6,2
58,35600000,6,1
37,41100000,7,2
63,394400000,7,2
74,570900000,3,3
44,210500000,6,2
30,4000000,5,2
32,26200000,7,2
78,627100000,4,3
75,2400000,2,2
38,15400000,1,3
29,4900000,7,2
48,495100000,7,3
55,33900000,2,2
76,48300000,3,2
42,890200000,5,3
75,18800000,7,1
71,396900000,1,4
75,9100000,3,2
58,12700000,3,2
61,32000000,3,2
22,81200000,5,3
47,42400000,3,2
60,47700000,8,1
58,19100000,1,3
75,30400000,7,1
70,1800000,2,2
56,39300000,3,2
24,1400000,1,4
77,603900000,1,4
25,714300000,8,4
33,9800000,5,2
59,49500000,7,1
58,301100000,2,3
76,21100000,5,1
29,31900000,6,2
69,12600000,4,1
20,35700000,5,3
29,314000000,8,3
52,43200000,5,2
33,24700000,8,2
80,449200000,8,2
76,602000000,8,2
47,4700000,3,2
59,36300000,6,1
30,11600000,6,2
39,13100000,8,2
34,616600000,2,4
51,7900000,5,2
51,12900000,4,2
24,58600000,4,3
65,30100000,2,2
60,17600000,8,1
75,43100000,5,1
73,31600000,5,1
25,7100000,8,2
39,47800000,8,2
64,226600000,7,2
37,6800000,4,2
25,5000000,3,3
60,17100000,3,2
40,27700000,4,2
76,781700000,7,3
23,24000000,1,4
58,48400000,4,2
68,16900000,6,1
55,675600000,3,3
76,47900000,1,3
49,8600000,5,2
72,30800000,1,3
49,20200000,8,1
60,960300000,4,3
38,44800000,7,2
32,46600000,5,2
69,49800000,8,1
53,10400000,3,2
24,24800000,8,2
51,27500000,8,1
62,13900000,3,2
42,23300000,2,2
57,45400000,4,2
73,3900000,5,1
44,23900000,8,2
20,58300000,6,3
63,14100000,8,1
79,790100000,4,3
20,9200000,8,3
51,11400000,4,2
53,34100000,6,1
40,906800000,8,3
40,844700000,1,5
52,5000000,4,2
61,47900000,3,2
66,876700000,7,3
65,588000000,1,4
41,29700000,3,2
57,171900000,3,2
27,997900000,1,6
35,12100000,3,2
39,773200000,2,4
58,23500000,6,1
71,37800000,7,1
58,846800000,1,5
28,47100000,2,3
77,8600000,3,2
53,535400000,2,3
49,229300000,8,2
50,399700000,3,3
51,19400000,5,2
33,43600000,5,2
24,25700000,7,3
35,36500000,7,2
80,19800000,4,1
35,49100000,7,2
78,35800000,4,1
70,414800000,4,2
65,18000000,6,1
55,15000000,4,2
34,500000,4,2
20,26800000,1,5
77,4000000,3,1
54,15300000,7,1
59,709600000,2,3
80,589100000,8,2
45,43200000,4,2
67,45000000,1,3
31,536500000,7,3
37,36700000,1,3
50,379700000,2,3
26,10900000,8,2
31,11500000,8,2
43,2400000,2,2
59,41000000,4,2
37,43300000,6,2
30,2300000,1,4
22,32100000,3,3
49,74200000,4,2
76,12900000,5,1
35,43700000,7,2
56,49900000,4,2
76,669500000,8,3
55,31600000,2,2
78,10000000,4,1
48,33300000,3,2
57,10000000,7,1
33,18000000,7,2
78,23800000,3,2
55,31500000,5,1
55,193600000,7,2
20,8600000,1,5
52,27700000,3,2
72,760800000,8,3
78,654300000,1,4
74,21700000,6,1
59,28500000,3,2
57,990400000,2,4
53,46800000,6,1
47,744300000,8,3
29,186400000,6,3
37,38100000,5,2
58,200000,5,1
36,26100000,4,2
23,49400000,2,3
35,21100000,3,2
62,14300000,2,2
77,16600000,5,1
72,190600000,2,2
28,38200000,7,2
42,498100000,8,3
66,26300000,3,2
68,955200000,1,5
43,33500000,4,2
36,738200000,1,5
39,31600000,1,3
77,593300000,5,3
64,24800000,6,1
52,35400000,1,3
28,12100000,4,2
59,414600000,4,3
35,28600000,7,2
46,47200000,3,2
73,16200000,3,2
69,489700000,2,3
76,20600000,6,1
32,33700000,6,2
61,24500000,6,1
26,15700000,2,3
75,42000000,5,1
37,29900000,5,2
68,41200000,7,1
36,49900000,4,2
28,26000000,4,2
38,4700000,8,2
39,30700000,2,3
78,568100000,6,2
27,17600000,3,3
47,40600000,2,2
57,1800000,4,2
65,29100000,6,1
22,657500000,7,4
25,8300000,2,3
75,514500000,1,4
49,16700000,7,1
48,13700000,1,3
50,17700000,7,1
34,9200000,1,3
26,834800000,6,4
71,26800000,3,2
30,11300000,5,2
69,881200000,3,3
25,18200000,7,2
39,33400000,5,2
75,36400000,8,1
78,20400000,5,1
21,286900000,5,3
39,33900000,1,3
36,5800000,8,2
22,39500000,5,3
66,41800000,4,1
48,21600000,4,2
80,4100000,5,1
31,11900000,5,2
30,22700000,4,2
21,30000000,8,3
20,22300000,1,5
57,33100000,7,1
56,48100000,7,1
40,3600000,1,3
32,5700000,2,3
23,32400000,2,3
59,39400000,8,1
51,31800000,7,1
28,12900000,4,2
69,684200000,5,3
32,40600000,8,2
75,2100000,7,1
33,25000000,5,2
28,35100000,2,3
46,1500000,3,2
70,23500000,7,1
35,4800000,1,3
29,25800000,6,2
42,16100000,1,3
56,32100000,3,2
49,900000,4,2
41,6800000,4,2
40,39600000,5,2
75,34600000,3,2
80,727300000,5,3
39,400000,5,2
42,2500000,4,2
49,29700000,4,2
65,26200000,7,1
68,45700000,8,1
71,600000,7,1
40,26600000,7,2
80,18700000,1,3
55,48000000,5,2
72,4300000,5,1
37,40100000,1,3
33,439000000,2,3
22,25700000,5,3
26,212100000,6,3
41,40200000,3,2
50,48100000,7,1
54,39200000,2,2
39,32100000,7,2
78,284700000,6,2
26,45500000,3,3
73,753900000,6,3
65,387300000,7,2
36,999900000,4,4
23,47800000,3,3
44,29900000,3,2
31,849200000,4,4
63,835200000,2,4
20,826400000,1,6
60,673300000,7,3
55,38000000,6,1
32,916300000,5,4
80,33400000,1,3
67,12900000,3,2
27,243400000,8,3
56,45400000,6,1
68,44600000,3,2
76,38000000,8,1
27,40000000,4,3
52,20500000,6,1
25,49800000,5,3
25,34700000,1,4
64,391400000,1,4
32,26800000,7,2
62,9300000,5,1
28,27800000,5,2
55,10400000,6,1
80,351400000,3,2
73,22100000,4,1
34,25900000,5,2
20,30300000,8,3
41,42200000,3,2
66,48800000,6,1
36,2300000,6,2
68,47900000,7,1
40,18400000,2,3
60,475700000,8,2
77,40200000,2,2
26,47900000,6,2
59,42500000,3,2
37,31000000,3,2
29,11900000,5,2
27,5300000,6,2
55,34700000,4,2
41,18000000,5,2
69,414800000,6,2
76,664200000,1,4
52,37100000,2,2
21,165500000,2,4
65,348400000,7,2
27,15400000,6,2
41,15400000,4,2
35,11600000,1,3
67,28100000,4,1
62,9700000,5,1
36,21300000,4,2
46,15400000,8,1
70,258300000,4,2
77,41300000,2,2
60,622900000,5,3
37,68000000,1,4
29,6900000,8,2
72,21500000,7,1
80,758400000,6,3
76,488500000,3,3
70,3400000,5,1
30,13000000,7,2
42,13400000,5,2
58,23300000,3,2
33,42500000,3,2
45,43900000,8,2
68,15500000,4,1
60,36900000,1,3
53,20200000,5,1
26,40200000,4,3
41,15800000,8,2
59,34300000,6,1
74,22100000,1,3
34,830300000,6,3
75,117400000,1,3
30,7300000,8,2
30,569400000,1,5
70,717000000,7,3
37,547100000,4,3
80,47300000,4,1
66,452800000,5,2
41,21900000,5,2
57,39600000,4,2
56,33900000,5,1
51,46800000,1,3
42,234400000,6,2
39,31000000,5,2
20,2800000,2,3
37,713000000,2,4
35,42200000,5,2
25,21200000,3,3
44,47200000,2,3
43,398300000,1,4
45,29200000,3,2
78,563700000,6,2
24,3900000,5,3
58,36100000,3,2
74,40900000,4,1
52,34100000,5,2
56,22500000,6,1
70,22600000,8,1
43,43500000,5,2
37,15700000,5,2
52,34900000,5,2
67,669900000,1,4
38,28600000,1,3
70,29700000,4,1
37,49400000,1,3
59,900000,3,2
79,40200000,2,2
48,20900000,6,2
32,45100000,5,2
80,21700000,6,1
26,3000000,1,4
39,917700000,7,3
70,509800000,3,3
30,9600000,5,2
35,18900000,4,2
20,1500000,1,5
53,546100000,3,3
35,824800000,8,3
44,39400000,7,2
52,47000000,7,1
42,538000000,5,3
78,447800000,7,2
47,24800000,6,2
69,634000000,7,3
53,9500000,2,2
24,155100000,1,4
20,7500000,2,3
33,802800000,1,5
75,100000,4,1
62,2400000,4,1
24,47900000,5,3
27,731300000,7,4
40,930100000,6,3
62,600000,6,1
59,1400000,3,2
46,4800000,8,1
65,888600000,7,3
76,404600000,5,2
54,27600000,7,1
52,3700000,4,2
42,424300000,1,4
20,29900000,6,3
38,11900000,2,3
52,26500000,6,1
30,23900000,2,3
26,22000000,5,2
39,38800000,3,2
22,668600000,7,4
52,30200000,1,3
27,47600000,1,4
70,47100000,4,1
56,40500000,2,2
63,13500000,3,2
73,8300000,7,1
31,29700000,3,3
29,14100000,8,2
51,20900000,6,1
52,14000000,7,1
34,780000000,8,3
62,995100000,7,3
55,40100000,3,2
72,42900000,3,2
70,41100000,3,2
40,4500000,6,2
59,3200000,7,1
35,30900000,7,2
24,301700000,4,3
75,13100000,4,1
60,959900000,7,3
37,573400000,4,3
23,111700000,3,3
33,4800000,4,2
43,12500000,6,2
60,22200000,5,1
39,700000,7,2
38,23200000,6,2
59,47600000,3,2
22,883600000,5,4
47,3600000,5,2
31,36300000,1,4
31,17600000,6,2
77,34700000,2,2
53,40900000,5,2
32,4200000,6,2
34,450200000,1,5
50,31400000,1,3
48,20400000,1,3
68,3100000,6,1
59,32400000,5,1
74,14400000,7,1
49,44400000,5,2
69,584600000,2,3
20,44400000,5,3
38,27300000,4,2
79,34400000,6,1
58,2100000,1,3
57,26500000,4,2
40,34000000,2,3
65,39300000,7,1
66,45200000,7,1
71,21300000,4,1
53,37200000,4,2
24,847100000,4,4
68,21600000,4,1
44,761200000,4,3
50,30800000,5,2
26,48700000,3,3
55,49000000,1,3
76,32600000,7,1
67,28000000,4,1
64,438400000,8,2
77,14900000,3,2
66,941300000,1,5
44,6100000,4,2
65,23400000,8,1
47,726300000,8,3
68,39900000,3,2
51,46400000,6,2
34,37500000,4,2
39,30000000,6,2
41,44400000,4,2
65,49600000,5,1
35,41100000,6,2
60,890000000,6,3
48,7500000,7,1
70,11600000,5,1
43,32300000,1,3
27,20000000,1,4
63,14100000,6,1
78,45900000,1,3
42,710400000,3,3
32,340900000,4,3
44,8100000,1,3
62,49800000,5,1
77,28200000,4,1
71,14600000,5,1
49,31000000,8,1
55,12800000,5,1
70,41900000,8,1
33,37800000,1,4
80,29200000,2,2
30,40700000,3,3
72,36600000,1,3
24,49300000,2,3
63,41800000,8,1
47,19700000,3,2
56,43200000,2,2
72,949800000,7,3
32,949000000,3,4
23,35300000,8,3
60,681200000,7,3
60,10400000,6,1
26,301900000,8,3
29,35100000,7,2
42,29800000,4,2
44,14300000,2,2
31,749200000,5,3
68,40200000,7,1
69,48300000,7,1
35,86100000,6,2
22,41900000,1,4
34,36300000,2,3
42,42600000,5,2
22,42200000,3,3
67,13600000,8,1
34,2000000,3,2
69,1700000,1,3
69,600000,6,1
28,45100000,6,2
77,574400000,1,4
45,48800000,5,2
63,40800000,6,1
70,1400000,3,2
36,22600000,5,2
74,38000000,7,1
20,43800000,3,3
47,957000000,6,3
61,432900000,7,2
27,10900000,2,3
80,772200000,6,3
75,9500000,1,3
73,356800000,8,2
70,41900000,1,3
61,500200000,2,3
77,34900000,7,1
73,20100000,6,1
47,23700000,6,2
21,2700000,6,3
33,12600000,4,2
42,151700000,8,2
62,41000000,6,1
65,38400000,8,1
61,49900000,7,1
64,7200000,7,1
74,9600000,7,1
26,36600000,7,2
46,36700000,3,2
66,590000000,4,3
48,42300000,7,2
28,45200000,3,3
53,543800000,3,3
49,23100000,6,1
38,35400000,2,3
53,22900000,8,1
34,362600000,6,3
76,49200000,1,3
66,37100000,4,1
28,17900000,1,4
50,34700000,7,1
27,3100000,8,2
31,18000000,5,2
74,12000000,4,1
25,861800000,8,4
40,29200000,6,2
42,15800000,2,2
67,416400000,3,3
58,36700000,8,1
38,18700000,4,2
41,17400000,2,3
44,34900000,2,2
69,30400000,3,2
47,21100000,4,2
63,2600000,2,2
52,651400000,6,3
58,833700000,1,5
47,31100000,6,2
37,48000000,2,3
62,494400000,6,2
64,769400000,5,3
58,21600000,8,1
65,8800000,6,1
20,48300000,3,3
80,29800000,2,2
79,34800000,2,2
64,15900000,3,2
73,14800000,4,1
53,655100000,4,3
58,116800000,7,2
49,9900000,7,1
24,43800000,5,3
78,3400000,1,3
71,26000000,2,2
41,784600000,8,3
77,136400000,4,2
70,16400000,6,1
72,3300000,2,2
36,631400000,7,3
42,500000,4,2
27,26100000,4,3
58,679100000,3,3
79,41900000,2,2
63,700000,2,2
72,36600000,3,2
28,27100000,4,2
27,658900000,5,3
38,383200000,1,4
59,42400000,8,1
59,30200000,1,3
69,144300000,8,1
74,16500000,2,2
64,48300000,5,1
26,41300000,8,2
44,521200000,6,3
56,37100000,7,1
74,23200000,2,2
58,47900000,7,1
57,29900000,5,1
29,35200000,5,2
25,232100000,7,3
67,34600000,3,2
72,802800000,2,3
59,8400000,4,1
48,20900000,8,1
76,18500000,6,1
55,49200000,4,2
50,30200000,1,3
65,43400000,8,1
35,32900000,5,2
79,9400000,5,1
51,27300000,5,2
70,32700000,3,2
38,767800000,7,3
40,29600000,4,2
31,30000000,4,2
20,35400000,2,3
22,572700000,1,5
26,100000,8,2
38,821800000,3,4
80,41000000,2,2
49,32700000,7,1
38,576900000,2,4
43,4900000,2,2
37,457700000,4,3
50,48000000,7,1
30,22600000,2,3
48,31500000,7,1
40,50800000,6,2
71,41700000,1,3
71,1600000,3,2
23,19200000,6,3
65,9100000,3,2
79,6500000,5,1
67,41500000,8,1
28,8900000,2,3
69,14000000,3,2
25,29400000,5,3
30,38400000,2,3
22,33700000,8,3
59,881000000,6,3
76,60100000,6,1
39,22600000,6,2
59,12400000,7,1
36,5400000,4,2
58,670000000,8,3
59,256300000,3,2
35,16400000,3,2
27,43800000,6,2
27,15500000,5,2
61,14400000,7,1
35,35300000,3,2
72,45200000,4,1
38,44600000,5,2
59,227100000,2,3
41,23000000,6,2
72,757500000,2,3
32,610400000,8,3
80,48900000,6,1
51,25300000,3,2
37,26900000,7,2
28,458300000,3,3
51,2400000,6,1
50,27500000,6,1
40,15700000,7,2
69,35900000,2,2
40,456300000,3,3
58,18100000,4,2
67,28700000,5,1
61,16700000,8,1
42,22300000,6,2
80,2300000,3,1
21,32000000,2,3
58,33100000,1,3
44,6200000,6,2
30,17300000,7,2
30,7000000,8,2
22,47700000,5,3
46,372700000,6,2
54,50000000,4,2
60,16000000,1,3
75,9400000,5,1
71,48100000,8,1
79,334700000,7,2
64,18600000,1,3
69,32000000,5,1
69,326200000,8,2
69,43500000,7,1
50,30500000,5,2
71,915300000,4,3
20,483300000,8,4
46,4200000,1,3
44,42900000,4,2
71,15300000,6,1
30,713600000,5,3
33,11100000,1,4
49,43000000,1,3
80,13000000,4,1
44,49600000,8,2
54,11300000,8,1
24,46700000,3,3
50,578000000,5,3
23,24900000,6,3
80,147700000,4,2
71,31400000,1,3
22,40200000,3,3
33,10300000,8,2
30,42200000,8,2
68,134900000,6,1
66,20600000,1,3
75,100500000,6,1
69,46600000,4,1
71,5400000,2,2
38,6700000,4,2
48,42700000,1,3
76,726900000,4,3
34,4200000,1,3
32,47300000,5,2
32,208200000,4,3
53,28500000,7,1
29,519000000,1,5
22,635600000,3,4
69,731500000,8,3
40,34600000,1,3
61,7300000,7,1
36,42200000,5,2
26,18500000,4,3
32,15300000,4,2
62,11500000,7,1
45,45700000,1,3
58,19600000,6,1
31,49400000,5,2
33,38400000,4,2
80,18500000,1,3
